Timestamp,Consumption
2020-01-02T04:00:00Z,11.69
2020-01-02T04:30:00Z,11.21
2020-01-02T05:00:00Z,10.88
2020-01-02T05:30:00Z,7.46
2020-01-02T06:00:00Z,0.39
2020-01-02T06:30:00Z,8.63
2020-01-02T07:00:00Z,9.57
2020-01-02T07:30:00Z,5.33
2020-01-02T08:00:00Z,8.22
2020-01-02T08:30:00Z,5.87
2020-01-02T09:00:00Z,10.00
2020-01-02T09:30:00Z,10.72
2020-01-02T10:00:00Z,12.26
2020-01-02T10:30:00Z,8.82
2020-01-02T11:00:00Z,12.17
2020-01-02T11:30:00Z,2.86
2020-01-02T12:00:00Z,3.34
2020-01-02T12:30:00Z,10.59
2020-01-02T13:00:00Z,0.23
2020-01-02T13:30:00Z,11.15
2020-01-02T14:00:00Z,15.28
2020-01-02T14:30:00Z,14.26
2020-01-02T15:00:00Z,20.92
2020-01-02T15:30:00Z,26.79
2020-01-02T16:00:00Z,9.09
2020-01-02T16:30:00Z,5.01
2020-01-02T17:00:00Z,4.14
2020-01-02T17:30:00Z,11.86
2020-01-02T18:00:00Z,14.15
2020-01-02T18:30:00Z,19.12
2020-01-02T19:00:00Z,12.27
2020-01-02T19:30:00Z,6.46
2020-01-02T20:00:00Z,12.25
2020-01-02T20:30:00Z,15.44
2020-01-02T21:00:00Z,0.11
2020-01-02T21:30:00Z,11.41
2020-01-02T22:00:00Z,12.43
2020-01-02T22:30:00Z,14.03
2020-01-02T23:00:00Z,9.04
2020-01-02T23:30:00Z,0.50
2020-01-03T00:00:00Z,4.43
2020-01-03T00:30:00Z,5.31
2020-01-03T01:00:00Z,5.56
2020-01-03T01:30:00Z,4.81
2020-01-03T02:00:00Z,0.66
2020-01-03T02:30:00Z,13.02
2020-01-03T03:00:00Z,5.37
2020-01-03T03:30:00Z,2.32
2020-01-03T04:00:00Z,5.29
2020-01-03T04:30:00Z,11.94
2020-01-03T05:00:00Z,9.18
2020-01-03T05:30:00Z,8.09
2020-01-03T06:00:00Z,11.80
2020-01-03T06:30:00Z,3.48
2020-01-03T07:00:00Z,6.52
2020-01-03T07:30:00Z,3.50
2020-01-03T08:00:00Z,10.60
2020-01-03T08:30:00Z,5.38
2020-01-03T09:00:00Z,19.50
2020-01-03T09:30:00Z,29.00
2020-01-03T10:00:00Z,30.76
2020-01-03T10:30:00Z,8.04
2020-01-03T11:00:00Z,15.44
2020-01-03T11:30:00Z,7.46
2020-01-03T12:00:00Z,2.10
2020-01-03T12:30:00Z,7.13
2020-01-03T13:00:00Z,7.29
2020-01-03T13:30:00Z,5.55
2020-01-03T14:00:00Z,0.24
2020-01-03T14:30:00Z,8.68
2020-01-03T15:00:00Z,1.25
2020-01-03T15:30:00Z,7.26
2020-01-03T16:00:00Z,1.21
2020-01-03T16:30:00Z,2.02
2020-01-03T17:00:00Z,1.70
2020-01-03T17:30:00Z,13.96
2020-01-03T18:00:00Z,8.44
2020-01-03T18:30:00Z,8.45
2020-01-03T19:00:00Z,1.40
2020-01-03T19:30:00Z,14.76
2020-01-03T20:00:00Z,15.39
2020-01-03T20:30:00Z,7.08
2020-01-03T21:00:00Z,9.78
2020-01-03T21:30:00Z,12.48
2020-01-03T22:00:00Z,9.67
2020-01-03T22:30:00Z,2.95
2020-01-03T23:00:00Z,10.60
2020-01-03T23:30:00Z,6.81
2020-01-04T00:00:00Z,2.25
2020-01-04T00:30:00Z,9.81
2020-01-04T01:00:00Z,5.26
2020-01-04T01:30:00Z,3.01
2020-01-04T02:00:00Z,4.41
2020-01-04T02:30:00Z,7.97
2020-01-04T03:00:00Z,7.01
2020-01-04T03:30:00Z,2.27
2020-01-04T04:00:00Z,8.61
2020-01-04T04:30:00Z,8.86
2020-01-04T05:00:00Z,2.82
2020-01-04T05:30:00Z,13.08
2020-01-04T06:00:00Z,10.18
2020-01-04T06:30:00Z,14.81
2020-01-04T07:00:00Z,5.44
2020-01-04T07:30:00Z,11.88
2020-01-04T08:00:00Z,12.50
2020-01-04T08:30:00Z,3.53
2020-01-04T09:00:00Z,1.10
2020-01-04T09:30:00Z,1.88
2020-01-04T10:00:00Z,3.73
2020-01-04T10:30:00Z,7.91
2020-01-04T11:00:00Z,3.75
2020-01-04T11:30:00Z,7.78
2020-01-04T12:00:00Z,7.50
2020-01-04T12:30:00Z,11.34
2020-01-04T13:00:00Z,2.84
2020-01-04T13:30:00Z,3.96
2020-01-04T14:00:00Z,3.74
2020-01-04T14:30:00Z,13.42
2020-01-04T15:00:00Z,11.26
2020-01-04T15:30:00Z,2.46
2020-01-04T16:00:00Z,6.12
2020-01-04T16:30:00Z,1.63
2020-01-04T17:00:00Z,11.37
2020-01-04T17:30:00Z,9.37
2020-01-04T18:00:00Z,1.90
2020-01-04T18:30:00Z,14.66
2020-01-04T19:00:00Z,7.03
2020-01-04T19:30:00Z,10.77
2020-01-04T20:00:00Z,8.64
2020-01-04T20:30:00Z,3.85
2020-01-04T21:00:00Z,22.52
2020-01-04T21:30:00Z,33.79
2020-01-04T22:00:00Z,7.55
2020-01-04T22:30:00Z,6.91
2020-01-04T23:00:00Z,0.80
2020-01-04T23:30:00Z,7.45
2020-01-05T00:00:00Z,14.49
2020-01-05T00:30:00Z,7.53
2020-01-05T01:00:00Z,14.16
2020-01-05T01:30:00Z,5.87
2020-01-05T02:00:00Z,3.53
2020-01-05T02:30:00Z,0.53
2020-01-05T03:00:00Z,4.73
2020-01-05T03:30:00Z,2.75
2020-01-05T04:00:00Z,7.95
2020-01-05T04:30:00Z,0.71
2020-01-05T05:00:00Z,13.74
2020-01-05T05:30:00Z,3.21
2020-01-05T06:00:00Z,31.55
2020-01-05T06:30:00Z,19.59
2020-01-05T07:00:00Z,8.24
2020-01-05T07:30:00Z,3.73
2020-01-05T08:00:00Z,7.81
2020-01-05T08:30:00Z,3.97
2020-01-05T09:00:00Z,1.78
2020-01-05T09:30:00Z,9.92
2020-01-05T10:00:00Z,4.22
2020-01-05T10:30:00Z,0.55
2020-01-05T11:00:00Z,0.37
2020-01-05T11:30:00Z,4.00
2020-01-05T12:00:00Z,1.54
2020-01-05T12:30:00Z,5.22
2020-01-05T13:00:00Z,3.62
2020-01-05T13:30:00Z,14.91
2020-01-05T14:00:00Z,9.87
2020-01-05T14:30:00Z,2.26
2020-01-05T15:00:00Z,13.89
2020-01-05T15:30:00Z,3.56
2020-01-05T16:00:00Z,9.15
2020-01-05T16:30:00Z,0.56
2020-01-05T17:00:00Z,9.72
2020-01-05T17:30:00Z,10.33
2020-01-05T18:00:00Z,13.45
2020-01-05T18:30:00Z,6.37
2020-01-05T19:00:00Z,5.37
2020-01-05T19:30:00Z,14.46
2020-01-05T20:00:00Z,1.79
2020-01-05T20:30:00Z,0.96
2020-01-05T21:00:00Z,2.12
2020-01-05T21:30:00Z,24.72
2020-01-05T22:00:00Z,9.09
2020-01-05T22:30:00Z,14.84
2020-01-05T23:00:00Z,2.31
2020-01-05T23:30:00Z,11.69
2020-01-06T00:00:00Z,0.74
2020-01-06T00:30:00Z,10.34
2020-01-06T01:00:00Z,5.71
2020-01-06T01:30:00Z,4.83
2020-01-06T02:00:00Z,3.26
2020-01-06T02:30:00Z,7.85
2020-01-06T03:00:00Z,2.12
2020-01-06T03:30:00Z,1.46
2020-01-06T04:00:00Z,27.73
2020-01-06T04:30:00Z,33.26
2020-01-06T05:00:00Z,21.42
2020-01-06T05:30:00Z,8.98
2020-01-06T06:00:00Z,8.01
2020-01-06T06:30:00Z,2.35
2020-01-06T07:00:00Z,3.65
2020-01-06T07:30:00Z,12.44
2020-01-06T08:00:00Z,7.95
2020-01-06T08:30:00Z,14.77
2020-01-06T09:00:00Z,3.15
2020-01-06T09:30:00Z,4.05
2020-01-06T10:00:00Z,2.97
2020-01-06T10:30:00Z,0.33
2020-01-06T11:00:00Z,10.80
2020-01-06T11:30:00Z,7.23
2020-01-06T12:00:00Z,5.38
2020-01-06T12:30:00Z,4.18
2020-01-06T13:00:00Z,0.41
2020-01-06T13:30:00Z,8.49
2020-01-06T14:00:00Z,9.81
2020-01-06T14:30:00Z,14.19
2020-01-06T15:00:00Z,6.73
2020-01-06T15:30:00Z,0.23
2020-01-06T16:00:00Z,10.55
2020-01-06T16:30:00Z,4.53
2020-01-06T17:00:00Z,0.60
2020-01-06T17:30:00Z,9.66
2020-01-06T18:00:00Z,3.12
2020-01-06T18:30:00Z,8.27
2020-01-06T19:00:00Z,10.80
2020-01-06T19:30:00Z,6.77
2020-01-06T20:00:00Z,9.02
2020-01-06T20:30:00Z,5.60
2020-01-06T21:00:00Z,13.25
2020-01-06T21:30:00Z,10.96
2020-01-06T22:00:00Z,0.14
2020-01-06T22:30:00Z,14.74
2020-01-06T23:00:00Z,11.46
2020-01-06T23:30:00Z,1.28
2020-01-07T00:00:00Z,7.53
2020-01-07T00:30:00Z,11.84
2020-01-07T01:00:00Z,4.43
2020-01-07T01:30:00Z,6.75
2020-01-07T02:00:00Z,1.02
2020-01-07T02:30:00Z,3.15
2020-01-07T03:00:00Z,12.70
2020-01-07T03:30:00Z,2.21
2020-01-07T04:00:00Z,13.10
2020-01-07T04:30:00Z,4.94
2020-01-07T05:00:00Z,2.20
2020-01-07T05:30:00Z,4.45
2020-01-07T06:00:00Z,14.80
2020-01-07T06:30:00Z,12.20
2020-01-07T07:00:00Z,7.42
2020-01-07T07:30:00Z,15.14
2020-01-07T08:00:00Z,7.50
2020-01-07T08:30:00Z,14.29
2020-01-07T09:00:00Z,11.82
2020-01-07T09:30:00Z,10.75
2020-01-07T10:00:00Z,11.62
2020-01-07T10:30:00Z,9.57
2020-01-07T11:00:00Z,12.53
2020-01-07T11:30:00Z,15.05
2020-01-07T12:00:00Z,14.98
2020-01-07T12:30:00Z,4.50
2020-01-07T13:00:00Z,2.00
2020-01-07T13:30:00Z,0.81
2020-01-07T14:00:00Z,15.10
2020-01-07T14:30:00Z,15.26
2020-01-07T15:00:00Z,4.02
2020-01-07T15:30:00Z,5.26
2020-01-07T16:00:00Z,3.79
2020-01-07T16:30:00Z,15.44
2020-01-07T17:00:00Z,7.29
2020-01-07T17:30:00Z,13.06
2020-01-07T18:00:00Z,12.78
2020-01-07T18:30:00Z,6.19
2020-01-07T19:00:00Z,0.47
2020-01-07T19:30:00Z,2.00
2020-01-07T20:00:00Z,17.20
2020-01-07T20:30:00Z,24.87
2020-01-07T21:00:00Z,15.00
2020-01-07T21:30:00Z,8.62
2020-01-07T22:00:00Z,4.63
2020-01-07T22:30:00Z,0.35
2020-01-07T23:00:00Z,8.73
2020-01-07T23:30:00Z,13.30
